Sample Text;#number;Name;Date;Time;Code;Type;Project;O2 (mg/l);NO3 (mg/l);DOC (mg/l);TOC (mg/l);T (C);pH;eH (mV);EC (uS/cm);Alk (pulses/ 5 ml);Abs. Volume;Total abs. Volume;ICP_Li (ug/l);ICP_Be (ug/l);ICP_B (ug/l);ICP_Na (ug/l);ICP_Mg26 (ug/l);ICP_Al (ug/l);ICP_Si (ug/l);ICP_P (ug/l);ICP_S (ug/l);ICP_K (ug/l);ICP_Ca (ug/l);ICP_Ti (ug/l);ICP_V (ug/l);ICP_Cr (ug/l);ICP_Mn (ug/l);ICP_Fe56 (ug/l);ICP_Fe57 (ug/l);ICP_Co (ug/l);ICP_Ni (ug/l);ICP_Cu (ug/l);ICP_Zn (ug/l);ICP_As (ug/l);ICP_Se (ug/l);ICP_Sr (ug/l);ICP_Mo (ug/l);ICP_Ag (ug/l);ICP_Cd (ug/l);ICP_Sb (ug/l);ICP_Ba (ug/l);ICP_Pb (ug/l);IC_Na (mg/l);IC_NH4 (mg/l);IC_K (mg/l);IC_Mg (mg/l);IC_Ca (mg/l);IC_F (mg/l);IC_Ac (mg/l);IC_Cl (mg/l);IC_NO2 (mg/l);IC_Br (mg/l);IC_NO3 (mg/l);IC_PO4 (mg/l);IC_SO4 (mg/l);ICPOES_PO4 (mg/l);"Compound 1:  Atrazine
";"Compound 2:  Atrazine-d5
";"Compound 3:  Azoystrobin
";"Compound 4:  Bentazone
";"Compound 5:  Bentazone-d7
";"Compound 6:  Boscalid
";"Compound 7:  Chlordiazon
";"Compound 8:  Chlordiazon-Desphenyl
";"Compound 9:  Chlordiazon-Methyl-Desphenyl
";"Compound 10:  Cycloydim
";"Compound 11:  Fluopicolide
";"Compound 12:  Fluopyram
";"Compound 13:  Flutolanil
";"Compound 14:  Glyphosate
";"Compound 15:  Imidacloprid
";"Compound 16:  Imidacloprid-d4
";"Compound 17:  Metamitron
";"Compound 18:  Methoyfenozide
";"Compound 19:  Pencycuron
";"Compound 20:  Pendimethalin
";"Compound 21:  Prochloraz
";"Compound 22:  Pyraclostrobin
";"Compound 23:  Tebuconazole
";"Compound 24:  Trifloystrobin
";"Compound 25:  Trifloystrobin-d6
";"Compound 26:  Clarithromycin
";DA_N-NH4;DA-P-PO4;DA-Alk
PZ2-SP9;135;PZ2;6-3-2019;10:13;SP9;Sample;PPT1;0.02;10.9;3.48;7.738;11;6.8;-47.19;6730;189;30;270;30.69;-0.35;428.75;373784.2;126020.2;-208.4;13448.57;63.28;;39698.7;902548.8;16.62;-0.87;2.38;4932.22;13853.65;15562.55;-1.6;0.11;-142.5;-991.66;1.11;27.7;3548;3.32;-0.03;-0.57;-0.8;668.8;-5.95;392.9;12;40.95;130.85;1105.2;0.160280893;#N/A;2331.337024;0.008424906;11.13647539;11.20255271;0;35.0163954;;0.8508;0.7024;0.2099;1.4171;0.3388;0.0284;1.6135;1.893;0.2229;0.6342;0.3978;0.8103;0.1112;;0.8251;0.5292;1.1339;0.3311;0.005;0.0135;0.0312;0.0195;0.2546;0.0029;0.6826;;0.8166;0.622;126.278
PZ2-SP10;145;PZ2;7-3-2019;09:23;SP10;Sample;PPT1;0;2.67;0.74;;10.8;6.6;0.31;7088;185;30;300;35.93;-0.37;434.51;414201.4;141539;-193.09;13670.42;40.99;;45793.99;1015312;17.31;0.26;0.91;5472.01;19236.39;21224.05;-0.98;5.52;-128.6;-977.4;1.3;41.85;4004.6;3.14;-0.01;-0.58;-0.86;755.81;-5.6;396.1;19.7;5.6;145.45;1197.95;0.160280893;#N/A;2462.142289;0.008424906;11.963307;3.440753778;0;28.58645517;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0763;0.408;87.234
PZ2-SP11;146;PZ2;10-3-2019;10:48;SP11;Sample;PPT1;0;0;7.26;6.043;10.9;6.6;-11.84;7474;187;30;330;35.46;-0.31;450.29;419910.1;149023.5;-216.13;14212.21;38.06;;44469.83;1083905;19.09;0.15;3.58;5759.65;21894.73;24378.76;-1.41;5.94;-116.3;-968.89;0.99;20.97;4331.2;2.82;-0.11;-0.71;-0.84;807.31;-0.07;417.45;11.35;34.75;146.65;1240.7;0.194925345;#N/A;2593.086668;0.008424906;11.84534396;0.007804403;0;23.63522096;;0.6281;0.7009;0.5023;1.0063;0.367;0.0645;1.092;1.2508;0.1609;0.4336;0.4061;0.7784;0.3313;;0.5603;0.5448;0.7035;0.294;0.0504;0.0088;0.4655;0.002;0.3503;0.0203;0.6806;9.3;1.1483;0.362;115.723
PZ2-SP12;177;PZ2;14-3-2019;12:37;SP12;Sample;PPT1;0.04;0;11.5;;11;6.72;-51.6;7647;178;10;360;36.4;-0.38;449.92;432206.2;155859;-189.46;14866.34;42.82;;44913.48;1154193;19.26;-1.25;2.95;6314.22;24063.25;26614.99;-1.45;5.25;-145.29;-979.57;1.56;26.42;4619.02;2.52;-0.43;-0.49;-0.93;880.41;-5.32;422.45;11.6;50.9;146.4;1304.55;0.177631423;#N/A;421.8010728;0.008424906;11.49114332;0.007804403;0;19.34011256;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0008;0.383;74.303
PZ2-SP13;183;PZ2;14-3-2019;13:35;SP13;Sample;PPT1;0;0;14.3;4.933;11.1;6.71;-61.79;8016;180;10;420;36.89;-0.38;466.24;445113.8;164945.4;-226.21;16238.28;43.56;;45948.94;1246858;21.23;-0.63;0.87;7059.13;25566.76;28667.11;-1.28;3.58;-132.31;-965.28;1.13;35.79;4844.94;1.63;-0.43;-0.6;-1.06;959.83;0.54;436.25;13;41.8;162.85;1383.85;0.177631423;#N/A;511.5305441;0.008424906;13.25747373;0.007804403;0;12.04451682;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.7713;0.431;89.398
PZ2-SP14;201;PZ2;14-3-2019;16:17;SP14;Sample;PPT1;0;0;23.3;;11.2;6.67;-64.06;8439;182;10;600;36.14;-0.27;470.37;445158.2;170092.2;-224.38;17162.98;38.33;;43977.48;1287367;22.57;-1.18;2.44;7433.69;29357.42;32160.4;-1.93;3.89;-144.9;-987.81;0.39;23.94;5083.86;0.41;-0.31;-0.35;2.27;973.48;-4;454.2;13.15;46.55;173.15;1455.85;0.160280893;#N/A;3064.936153;0.008424906;12.96389657;0.007804403;0;4.49473103;;0.1045;0.6958;0.1123;0.1761;0.377;0.0168;0.2258;0.0729;0.0346;0.0757;0.0724;0.1294;0.0642;;0.1157;0.5213;0.1188;0.051;0.016;0.013;0.1304;0.0044;0.0824;0.0061;0.6845;11.8;1.113;0.469;79.024
PZ3-GW;53;PZ3;27-2-2019;09:14;GW;Sample;PPT1 - GW;0.08;0;8.93;8.962;10.6;6.7;-29;1879;206;-99;-99;22.83;-0.06;245.61;172572;27373.58;-51.96;25349.22;230.1;;7908.24;187749.4;3.46;0.16;0.34;1886.47;8790.28;9415.53;-0.4;-1.97;-28.99;-197.24;-0.03;5.17;839.87;0.09;-0.21;-0.11;-0.2;50.68;-1;170.95;13.66;7.94;27.37;219.04;0.107889651;#N/A;400.3592263;0.008424906;1.620814954;0.007804403;0.127308575;0.523949174;;0.008;0.6599;0.005;0.0008;0.8455;0.0043;;;;0.0068;0.0177;0.0226;0.0063;;0.004;0.7057;;0.0107;0.0048;0.0198;0.0018;0.0018;0.0101;0.0036;0.6475;4.7;1.4917;1.288;254.522
PZ3-DW;54;PZ3;27-2-2019;10:04;DW;Sample;PPT1;3.7;4.97;20.1;;7.9;7.3;28;1830;204;-99;-99;18.05;-0.07;256.87;212593.2;36575.77;-42.91;4781.3;767.69;;33470.55;161089.9;2.71;7.17;1.46;340.44;82.76;260.33;-0.13;-0.79;-27.78;-197.31;7.4;2.8;716.34;5.04;-0.2;-0.12;0.39;8.02;-1.74;210.96;0;31.85;38.52;194.02;0.364751099;#N/A;350.3634719;0.008424906;0.971827515;5.116609157;10.42647026;96.47650209;;0.0814;0.2429;0.0079;0.1233;0.4089;0.0045;0.2633;4.1426;0.5154;0.0325;0.0243;0.1383;0.0049;;0.1052;0.3283;0.0941;0.0198;0.0053;0.0444;0.0029;0.0069;0.0169;0.005;0.2401;;0.061;4.09;398.586
PZ3-INF1;55;PZ3;27-2-2019;12:00;INF1;Sample;PPT1;7.8;52.7;19.6;;12.2;7.7;205.3;2137;198;-99;-99;17.27;-0.07;260.89;285961.1;37127.31;-48.81;4693.78;1393.76;;34350.88;163154.4;2.65;7.14;1.92;333.98;78.72;271.46;-0.09;-0.26;-26.44;-195.77;7.87;3.2;723.94;5.27;-0.21;-0.12;0.47;8.69;-1.68;281.66;1.8;33.91;38.91;192.95;0.364751099;#N/A;427.5630609;0.008424906;9.058266007;49.69587299;19.12726183;99.2763121;;4.6;0.3;0.3;5.8;0.3;0;5.8;4.8;0.6;1.6;1.6;3.3;0.1;;5.4;0.2;4.8;1.1;0;0.1;0;0;0.9;0;0.2;20.4;0.4349;7.873;385.678
PZ3-INF2;56;PZ3;27-2-2019;13:30;INF2;Sample;PPT1;7.5;51.9;19.4;22.37;12.7;7.8;248.3;2144;198;-99;-99;17.42;-0.07;259.6;287013.9;37226.2;-42.27;4722.24;1398.94;;34349.38;160128.5;2.57;6.97;1.7;340.31;75.72;263.03;-0.07;-0.41;-27.3;-196.61;7.06;1.71;711.67;5.24;-0.22;-0.18;0.47;6.65;-2.42;281.96;1.16;33.51;38.78;194.91;0.348023261;#N/A;415.0081777;0.008424906;8.819743922;48.21950261;18.34443049;96.2381324;;4.6;0.3;0.3;5.9;0.3;0;5.8;5.4;0.6;1.5;1.7;3.3;0.1;;5.5;0.2;5.1;1.1;;0.1;0;0;0.9;0;0.2;18.6;0.0388;7.482;384.15
PZ3-INF3;57;PZ3;27-2-2019;14:30;INF3;Sample;PPT1;6.4;53;20.2;;13.9;7.7;224.4;2143;196;-99;-99;17;-0.07;256.64;282940.5;36503.64;-49.65;4644.55;1374.72;;33903.35;156645.4;2.63;6.88;1.61;326.82;63.52;253.18;-0.08;-0.8;-23.61;-190.48;7.34;4.1;699.79;5.18;-0.24;-0.12;0.44;6.68;-0.36;280.42;0;32.38;38.83;194.65;0.348023261;#N/A;420.2202067;0.008424906;8.879393913;48.70196304;18.79196227;97.29579261;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2118;7.419;386.785
PZ3-INF4;58;PZ3;27-2-2019;15:00;INF4;Sample;PPT1;8.8;52.4;19.7;;14.4;7.7;243.8;2152;195;-99;-99;17.33;-0.07;256.86;287489.4;37033.9;-44.13;4675.6;1380.3;;33594.95;154967.7;2.51;6.98;1.07;328.04;65.44;255.98;-0.09;-0.71;-26.15;-194.97;7.34;2.91;701.74;5.17;-0.21;-0.07;0.44;6.97;0.1;282.96;1.15;33.66;38.77;197.9;0.364751099;#N/A;426.3868744;0.008424906;9.058266007;49.57548261;18.68012922;99.03810457;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2148;7.374;387.131
PZ3-SP1;59;PZ3;27-2-2019;16:05;SP1;Sample;PPT1;0.19;52.7;16.9;21.38;12.4;7.7;188.5;2147;191;30;30;17.73;-0.07;257.49;289602.4;36140.49;-36.94;5281.51;1068.4;;33666.45;155088.2;2.68;12.61;0.98;329.86;12.98;211.95;-0.18;-0.16;-27.82;-197.14;10.4;3.73;686.95;6.73;-0.2;-0.09;0.59;7.31;-1.74;284.31;1.41;33.21;38.22;192.89;0.348023261;#N/A;422.8028505;0.008424906;9.296580413;49.27440582;14.51892175;97.87664526;;4.6258;0.2612;1.343;6.4753;0.3376;0.1727;6.0148;5.1137;0.692;2.7121;2.4252;4.5349;0.7111;;5.2968;0.269;5.2243;1.6273;0.0111;0.0592;0.441;0.0179;2.04;0.0026;0.2402;20.6;0.2204;5.729;390.228
PZ3-SP2;60;PZ3;27-2-2019;17:50;SP2;Sample;PPT1;0.13;53;16.4;;11.5;7.7;152.5;2147;188;30;60;18.24;-0.07;258.94;294185.7;36304.64;-47.26;6903.23;850.31;;35844.07;157849.8;2.84;20.81;0.81;328.76;3.2;190.27;-0.24;-1.15;-28.9;-196.47;11.93;4.09;691.67;6.46;-0.26;-0.15;0.54;10.34;-2.74;281.56;2.16;33.93;37.69;191.79;0.331238816;#N/A;425.4219938;0.008424906;9.356126564;49.75605954;12.02310185;98.8445508;;4.553;0.262;2.4872;6.5214;0.3344;0.3039;5.8027;5.0297;0.7351;2.9614;2.5713;4.7131;1.5563;;4.8265;0.2727;5.1148;1.9044;0.07;0.0593;1.7958;0.0073;2.4571;0.0056;0.2418;15.7;0.3556;4.526;377.918
PZ3-SP3;61;PZ3;28-2-2019;17:11;SP3;Sample;PPT1;0.03;52.9;11.6;20.7;10.8;7.3;205.4;2106;194;30;90;15.76;-0.06;256.61;291566.8;35502.13;-44.11;10129.61;778.53;;33807.34;157714.1;2.53;15.77;0.57;373.08;8.61;180.46;-0.34;-1.17;-28.07;-197.83;10.56;2.82;694.37;5.87;0.03;-0.1;0.37;15.72;-2.45;283.1;2.78;31.35;36.9;189.84;0.297500099;#N/A;420.5878586;0.008424906;9.296580413;48.73210457;10.99744427;96.92340804;;3.8132;0.2654;0.6922;6.2368;0.3323;0.0873;5.3048;5.1364;0.7041;2.9376;1.5904;3.2348;0.4032;;3.7711;0.2769;4.4346;1.1032;;0.0628;0.1211;0.0026;1.0928;;0.2483;18.5;0.3462;4.229;383.036
PZ3-SP4;62;PZ3;1-3-2019;15:46;SP4;Sample;PPT1;0.05;52;10.4;;10.5;7.5;60.27;2068;184;30;120;15.62;-0.07;251.72;284797.4;34903.79;-44.85;11421.34;739.78;;33120.05;154719.1;2.47;11.18;0.06;386.17;31.36;222.4;-0.24;-0.97;-28.24;-197.65;8.16;1.35;686.38;4.94;-0.16;-0.08;0.27;19.55;-2.05;278.01;2.77;33.86;36.84;189.35;0.280545828;#N/A;420.7165356;0.008424906;9.17744917;48.06865809;10.42647026;96.31262441;;2.5659;0.4697;0.5221;5.3324;0.4776;0.0617;4.0635;3.9023;0.6115;2.4726;1.0183;2.1176;0.296;;2.8772;0.444;3.1895;0.8671;0.0077;0.0218;0.1126;0.0073;0.7104;0.0031;0.4406;18.6;0.3158;4.048;376.293
PZ3-SP5;118;PZ3;2-3-2019;16:05;SP5;Sample;PPT1;0.14;51.1;14.2;19.96;11.5;7.5;-20.23;2034;186;30;150;16.6;-0.06;256.04;283654.3;34726.91;-41.09;13008.13;717.33;;31981.93;156056.2;2.57;8.27;1.18;412.44;74.11;228.13;-0.25;-1.07;-27.7;-194.08;7.16;1.33;709.56;4.2;-0.21;-0.12;0.23;23.62;-1.93;275.33;3.56;32.54;36.31;191.55;0.263534948;#N/A;425.5598361;0.217415655;9.17744917;47.40451437;10.08348668;96.04444688;;2.4081;0.486;0.4193;5.1561;0.444;0.053;3.7331;3.8482;0.5343;2.5382;1.0443;2.1432;0.2546;;2.5384;0.4424;3.6824;0.6999;0.006;0.0303;0.0687;0.0053;0.6318;0.0016;0.4526;14.8;0.5142;4.046;384.429
PZ3-SP6;123;PZ3;3-3-2019;10:16;SP6;Sample;PPT1;0.02;48.3;10.9;;10.9;7.2;21.96;1996;190;30;180;15.99;-0.07;248.61;271005.6;33654.27;-48.33;13903.72;640.73;;27759.05;154351.6;2.39;6.61;0.44;419.34;111.89;294.12;-0.32;-1.88;-28.54;-197.64;6.72;3.23;691.43;3.32;-0.11;-0.01;0.18;26.6;-2.78;272.27;3.7;29.99;35.01;189.81;0.24646746;#N/A;414.1807748;0.092189991;8.581014156;44.34654284;9.282027421;90.6026344;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4589;3.659;375.656
PZ3-SP7;129;PZ3;4-3-2019;10:47;SP7;Sample;PPT1;0.02;42.5;7.03;19.95;10.6;7.3;88.31;2009;198;30;210;16.72;-0.06;250.8;264337.6;33587.39;-46.35;15479.01;616.13;;24651.47;159447.8;2.52;5;0.51;478.52;174.61;367.89;-0.21;-1.82;-28.56;-197.94;7.06;-2.61;732.87;2.7;-0.2;-0.16;0.11;30.9;-2.04;263.32;5.62;24.61;35.49;195.37;0.229343363;#N/A;419.4021625;0.092189991;7.98328114;40.35837203;8.59376504;85.10882405;;1.6545;0.6902;0.7797;4.569;0.5003;0.0871;2.7229;3.1707;0.4073;1.9074;0.9908;1.9267;0.5846;;1.8832;0.5926;2.2996;0.7109;0.0163;0.0165;0.3412;0.0101;0.7199;0.0023;0.6664;9.6;1.0284;3.586;390.022
PZ3-SP8;136;PZ3;5-3-2019;09:57;SP8;Sample;PPT1;0;32.6;6.94;;10.8;7;96.82;2016;200;30;240;18.68;-0.07;256.04;248151.7;33108.6;-43.16;16937.1;547.22;;21383.84;166754.4;2.37;3.39;0.85;575.39;226.53;391.28;-0.3;-1.76;-28.25;-197.39;7.91;1.8;760.45;2.13;-0.13;-0.13;0.06;35.05;-2.4;245.33;3.7;19.52;34.17;201.57;0.194925345;#N/A;413.5739957;0.008424906;6.603569287;32.43151739;7.328840478;72.38491882;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8189;3.07;379.607
PZ3-SP9;147;PZ3;7-3-2019;10:09;SP9;Sample;PPT1;0;15.7;5.55;13.32;10.9;7;94.09;1927;200;30;270;20.37;-0.07;256.82;216845.5;31473.04;-47.23;17726.99;355.13;;18049.9;172224.4;2.2;2.95;-0.03;754.2;184.43;408.45;-0.29;-1.61;-28.27;-196.66;5.55;2.7;790.97;1.71;-0.16;-0.05;-0.03;40.16;-1.69;220.38;8.43;17.58;33.5;209.63;0.177631423;#N/A;414.9438251;0.008424906;4.854145668;15.79095726;5.134490496;47.04154627;;0.9497;0.6897;0.6886;2.3374;0.5635;0.0756;1.934;1.9393;0.2538;1.0755;0.7407;1.3906;0.5021;;1.3362;0.6199;1.6154;0.5273;0.029;0.0134;0.3618;0.0085;0.5424;0.0039;0.6688;9.8;0.8131;2.022;398.452
PZ3-SP10;148;PZ3;8-3-2019;09:59;SP10;Sample;PPT1;0;4.55;3.62;;10.9;6.9;116.2;1744;205;30;300;21.98;-0.06;257.27;202457.1;30737.27;-46.62;18981.85;225.39;;16365.39;175455.6;2.27;2.59;-0.06;1168.19;286.9;513.4;-0.29;-1.66;-28.12;-196.82;3.94;4.99;819.25;1.4;-0.2;-0.14;-0.08;49.36;-2.37;198.8;10.55;16.58;31.37;213.89;0.160280893;#N/A;411.3490173;0.008424906;3.519714926;4.83121245;3.393626574;24.38835269;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.259;1.308;394.665
PZ3-SP11;157;PZ3;13-3-2019;09:09;SP11;Sample;PPT1;0;0;7.6;11.19;10.6;6.8;83.4;1692;206;30;330;23.03;-0.07;255.33;191793.8;30116.63;-43.4;19593.67;209.14;;14460.08;185913.7;2.48;1.31;0.81;1573.26;796.46;1083.61;-0.23;-1.82;-28.14;-196.22;6.47;0.55;842.74;1.34;-0.12;-0.08;-0.12;55.36;-1.66;188.3;12.66;15.46;30.62;219.3;0.142873754;#N/A;403.3025575;0.008424906;2.789195688;0.107416594;2.165723002;13.58866526;;0.3982;0.6694;0.3635;0.7339;0.6284;0.0381;1.2062;0.8654;0.1205;0.4151;0.5136;0.9799;0.2395;;0.9406;0.6409;1.0799;0.3563;0.0096;0.0158;0.0868;0.0025;0.3385;0.0031;0.6672;3.6;1.0334;1.172;416.207
PZ3-SP12;205;PZ3;16-3-2019;09:25;SP12;Sample;PPT1;0;0;9.19;;10.8;6.83;72.92;1652;201;10;360;22.93;-0.06;247.91;182562.4;29232.16;-46.9;19998.45;227.91;;12706.68;185172;2.82;1.17;0.09;1726.46;1428.21;1783.83;-0.27;-1.51;-27.3;-195.44;7.51;3.46;836.32;1.13;-0.12;-0.1;-0.16;63.03;-1.41;182.33;12.99;14.48;30.15;219.91;0.142873754;#N/A;404.3694323;0.008424906;2.380909505;0.057621855;1.820539708;8.963431949;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2586;1.313;404.671
PZ3-SP13;211;PZ3;16-3-2019;10:22;SP13;Sample;PPT1;0;0;9.54;12.39;10.8;6.77;18.14;1617;205;10;420;23.54;-0.07;252.83;179257.5;28927.92;-42.56;22574.98;235.27;;10470.87;187379.6;3.33;0.98;0.37;1867.64;2990.77;3333.69;0.02;-1.28;-28.61;-195.11;4.71;5.94;839.25;0.8;-0.25;-0.14;-0.19;75.35;-0.98;178.15;12.63;11.8;31.56;219.68;0.142873754;#N/A;406.9444658;0.008424906;2.089448858;0.007804403;0.503570651;5.076826595;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.3973;1.322;328.912
PZ3-SP14;217;PZ3;16-3-2019;11:20;SP14;Sample;PPT1;0;0;9.96;;11;6.76;-14.66;1603;197;10;480;22.2;-0.07;253.36;176008.7;28241.82;-45.45;23517.09;237.61;;9565.03;183094.4;3.77;1.08;-0.46;1915.79;4418.44;4772.12;0.02;-1.5;-30.16;-197.4;3.07;3.11;860.27;0.6;-0.2;-0.13;-0.21;80.96;-2.36;174.78;13.71;8.64;28.23;218.34;0.125410007;#N/A;402.1528586;0.008424906;1.914042423;0.007804403;0.127308575;3.489927492;;0.1038;0.6824;0.1274;0.1834;0.7137;0.0178;0.3992;;0.0343;0.1054;0.2236;0.4018;0.0675;;0.4197;0.6892;0.3281;0.1397;0.0054;0.0135;0.0181;0.0143;0.1488;;0.6745;7.8;1.2497;1.434;286.22
PZ4-GW;70;PZ4;28-2-2019;09:13;GW;Sample;PPT1 - GW;0;0;6.5;6.112;10.7;6.5;-22.6;3331;197;-99;-99;22.82;-0.18;202.84;199154.1;67234.39;-144.58;21756.96;138.33;;12305.74;461991.2;7.84;-0.46;-0.34;1939.22;13691.2;15024.63;-1.15;-5.66;-72.55;-497.25;1.01;7.1;1588.38;-0.08;-0.56;-0.14;-0.57;274.98;-2.95;192.55;12.525;10.8;67.8;512.35;0.142873754;#N/A;1005.930558;0.008424906;4.00568935;0.007804403;0;0.785652734;;0.0056;0.6714;0.0109;0.0011;0.7736;0.0062;0.0049;;0.0028;0.0068;0.0174;0.0176;0.0194;;0.0054;0.6602;;0.0121;0.0056;0.0215;0.0213;0.0018;0.0125;0.0023;0.6596;0.9;1.729;0.809;143.333
PZ4-DW;71;PZ4;28-2-2019;11:14;DW;Sample;PPT1;2.9;4.2;18;;7.7;7;23.4;1764;206;-99;-99;16.59;-0.07;260.39;199680.1;37384.61;-51.99;7150.18;995.19;;37342.44;168985;2.85;6.65;0.58;510.31;122.09;341.25;-0.04;-0.13;-27.19;-194.68;7.37;3.44;724.77;4.43;-0.23;-0.08;0.35;6.29;-2.13;198.2;0;37.1;39.34;198.64;0.348023261;#N/A;319.9413858;0.008424906;0.912563634;4.353816144;12.70537668;107.1739954;;0.0162;0.247;0.0061;0.0492;0.4077;0.0045;0.1884;5.8955;0.8441;0.0147;0.0059;0.1213;;;0.0402;0.3272;0.0281;0.0083;0.0053;0.0526;0.0026;0.0018;0.0145;0.0031;0.2351;4.8;0.3351;5.607;406.592
PZ4-INF1;72;PZ4;28-2-2019;12:15;INF1;Sample;PPT1;6.6;51.3;18.1;;8.2;7.2;181.7;1864;205;-99;-99;16.45;-0.07;265.82;227425.3;37750.33;-52.27;7205.56;1628.32;;37755.82;165350.6;2.7;6.79;0.98;520.68;98.62;311.84;-0.11;-0.95;-26.57;-194.41;7.63;4.55;722.31;4.63;-0.13;-0.1;0.39;5.78;-2.1;222.06;2.63;37.74;39.17;200.54;0.348023261;#N/A;325.6891765;0.008424906;8.879393913;47.64610185;18.56826291;109.0754948;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2279;8.62;396.427
PZ4-INF2;73;PZ4;28-2-2019;12:45;INF2;Sample;PPT1;6.3;48.5;19.6;22.97;9.2;7.2;223.2;1852;211;-99;-99;16.36;-0.08;266.25;224832.4;37466.76;-47.99;7103.79;1604.33;;37576.32;164308.4;2.47;6.89;1.07;516.58;92.71;312.57;-0.07;0.2;-28.07;-194.72;7.83;2.53;718.63;4.65;-0.15;-0.07;0.38;5.57;-2.53;221.85;1.65;36.34;38.36;197.72;0.348023261;#N/A;325.4770014;0.008424906;8.939030925;47.85741526;17.22327256;109.2091608;;4.3;0.3;0.1;5.3;0.3;;5.3;7.1;0.8;1.4;1.1;2.5;0;;4.8;0.3;4.7;0.7;0;0.1;0;0;0.3;0;0.2;17.1;0.2645;8.569;398.452
PZ4-INF3;74;PZ4;28-2-2019;13:15;INF3;Sample;PPT1;5.4;51.7;19.1;;9.5;7.3;260.4;1881;208;-99;-99;16.43;-0.07;270.16;230360.9;37827.53;-52.86;7244.75;1639.28;;38053.49;168166;2.7;6.74;0.8;528.41;100.01;303.38;-0.05;0.08;-25.96;-192.91;7.91;3.8;724.26;4.56;-0.21;-0.08;0.38;6.02;-2.08;222.8;1.97;39.31;38.47;199.79;0.348023261;#N/A;324.822015;0.008424906;8.879393913;47.55551735;17.89636649;108.8527086;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0712;8.762;396.765
PZ4-INF4;75;PZ4;28-2-2019;13:45;INF4;Sample;PPT1;5.6;51.6;18.8;;10.5;7.3;250.4;1886;207;-99;-99;16.46;-0.08;269.66;229522.9;37905.36;-46.3;7180.79;1623.15;;37501.99;165941.1;2.47;6.87;1.34;523.76;92.3;303.89;-0.03;-0.26;-24;-190.25;7.82;6.22;732.1;4.57;-0.26;-0.18;0.42;6.06;-0.49;224.33;0.74;37.65;38.49;198.05;0.348023261;#N/A;326.4087141;7.969065187;8.939030925;47.79704721;17.44777026;109.298269;;4.2;0.3;0;5;0.3;0;5.2;6.3;0.9;1.3;0.8;2;0;;4.8;0.2;5.1;0.6;0;0.1;0;0;0.1;;0.2;29.9;0.2992;8.916;388.303
PZ4-SP1;76;PZ4;28-2-2019;15:05;SP1;Sample;PPT1;1;51.6;15.4;22.81;10.3;7.3;258.1;1868;206;30;30;17.04;-0.07;267.83;227390.1;37361.92;-49.56;7452.81;1218.99;;38098.9;163564.5;2.55;12.4;0.8;467.26;21.76;203.33;0.11;3.86;-28.25;-197.47;19.24;7.83;713.26;5.52;-0.2;-0.13;0.96;12.62;-2.86;219.58;1.97;35.17;40.17;195.87;0.348023261;#N/A;323.8717942;0.008424906;8.879393913;47.55551735;13.04606504;109.1497542;;4.5409;0.2578;1.307;6.2162;0.335;0.1498;5.9768;7.282;1.039;2.1637;2.1511;4.3704;0.6326;;5.483;0.2781;5.2636;1.5174;0.0071;0.0609;0.2789;0.0072;1.8328;;0.2407;176.1;0.3858;6.417;405.732
PZ4-SP2;77;PZ4;28-2-2019;17:49;SP2;Sample;PPT1;0.08;51.8;14;;10.3;7.3;191.5;1864;203;30;60;15.88;-0.08;264.2;225973.3;36378.73;-48.69;7873.84;842.07;;37120.64;160317.2;2.55;12.5;0.43;402.92;14.55;208.24;0.05;4.09;-29;-198.44;26.34;3.91;677.44;5.69;-0.25;-0.13;1.15;22.51;-2.17;219.82;1.91;36.14;38.2;194.3;0.331238816;#N/A;325.9566992;0.008424906;8.939030925;47.6762938;11.22560103;109.7883294;;4.5564;0.2641;1.4442;5.9927;0.3467;0.1718;5.9237;6.9287;0.9746;2.428;2.2889;4.4684;0.745;;5.1749;0.2837;5.2229;1.4898;0.01;0.0386;0.3128;0.0034;1.8273;0.0046;0.2522;21.4;0.2771;4.659;383.872
